"trend","lci","uci","percent_change","p_ch_lci","p_ch_uci","prob_decline","prob_decline_GT30","prob_decline_GT50","prob_decline_GT70","mean_abundance","mean_observed","mean_n_surveys","region","centered_log_trend","centered_log_trend_lci","centered_log_trend_uci","start_year","end_year","species","region_type","trend_type","parameter"
10.4158839925212,-3.58270803202125,36.9508439902021,358.198750729963,-51.7942709662862,53763.4715988356,0.1495,0.0795,0.02825,0.00575,2538.34937972952,32.1102522993202,92.4285714285714,"Composite",NA,NA,NA,2004,2024,"American Avocet","hex_name","15-year","nsmooth"
13.2792570094838,1.70288484030531,27.6119952266482,1046.43781929858,40.1733654627706,13016.8631975181,0.01075,0.00275,0.00125,0.00025,59.4936083371429,27.1042158366206,21.0666666666667,"-1194960_-576954",0.0285414494089684,-0.207729473280445,0.219868645965719,2004,2024,"American Avocet","hex_name","15-year","nsmooth"
-3.05423397120088,-9.47582381678268,4.06209380829736,-47.7801143630719,-86.3450021708493,121.743695839475,0.82175,0.661,0.48125,0.21,530.667328116667,371.284038461538,6.5,"-144960_-317147",-0.126109208515671,-0.354821903135872,0.0200099009336,2004,2024,"American Avocet","hex_name","15-year","nsmooth"
-9.16273702483599,-18.636224269455,0.411846617533084,-85.4969676077503,-98.3833241081869,8.56731237323048,0.97175,0.9385,0.883,0.76075,2.74694129685,2.8545174920773,20.0909090909091,"-144960_-836762",-0.19197396665427,-0.438844569365455,-0.0301529310267321,2004,2024,"American Avocet","hex_name","15-year","nsmooth"
6.63386166422029,-0.492506952196064,14.6597839197277,248.256089390783,-9.40260739662988,1442.49029513414,0.03575,0.009,0.00275,0,137.099624635952,110.95,10,"-1644960_202469",-0.0308797545072423,-0.256807401631194,0.123859547069081,2004,2024,"American Avocet","hex_name","15-year","nsmooth"
0.502841887420634,-9.94245576819513,11.0718562191122,10.6281730539191,-87.6859187072494,716.733951126859,0.465,0.3305,0.2295,0.11725,0.0353633838018333,0.0222222222222222,8.7,"-1944960_1241699",-0.090854895671451,-0.338167335494697,0.0800172169542264,2004,2024,"American Avocet","hex_name","15-year","nsmooth"
-4.7065697405446,-13.7698216664125,5.63782376101467,-64.2881433209272,-94.8336277720847,199.494624509642,0.826,0.727,0.61675,0.43225,800.189086066667,75.0333333333333,2.66666666666667,"-294960_-57339",-0.144029957202501,-0.385984384637928,0.00857281874242941,2004,2024,"American Avocet","hex_name","15-year","nsmooth"
0.988300381629185,-7.64655352807686,10.1705804118819,19.5493959372199,-79.626664150734,593.925564168688,0.4255,0.27725,0.16275,0.06125,12.9417777114524,6.47222222222222,17.6666666666667,"-744960_202469",-0.0856297838739694,-0.31819311323607,0.0723536732444439,2004,2024,"American Avocet","hex_name","15-year","nsmooth"
-0.148700620358356,-12.9460552267482,14.197193652242,-8.75823707353728,-93.7515941142919,1322.68459501938,0.5275,0.41475,0.3175,0.19775,128.778312191107,3.54166666666667,8,"-894960_-576954",-0.0983156035146762,-0.365715715755278,0.0909368941461306,2004,2024,"American Avocet","hex_name","15-year","nsmooth"
20.2166101007696,11.4327272147192,30.8268853032138,3653.10551331388,771.475525941106,21474.4658533731,0,0,0,0,0.758374948810595,0.623484848484849,7.08333333333333,"1205040_-1096569",0.0888112923201615,-0.119456720064218,0.245254353046427,2004,2024,"American Avocet","hex_name","15-year","nsmooth"
